cohort_id,time_id,covariate_id,sum_value,mean,sd,database_id
2379,10,21601541404,105,0.3608,0.4802,database_schema
2379,9,21601542404,64,0.2199,0.4142,database_schema
2379,9,21601709404,54,0.1856,0.3888,database_schema
2379,9,21601701404,78,0.268,0.4429,database_schema
2379,9,1314002404,8,0.0275,0.1635,database_schema
2379,2,21601741404,52,0.1787,0.3831,database_schema
2379,2,21601733404,27,0.0928,0.2901,database_schema
2379,2,21601682404,37,0.1271,0.3331,database_schema
2379,2,21601487404,139,0.4777,0.4995,database_schema
2379,2,21601237404,210,0.7216,0.4482,database_schema
2379,2,21601730404,28,0.0962,0.2949,database_schema
2379,2,21601724404,62,0.2131,0.4095,database_schema
2379,2,1314002404,7,0.0241,0.1532,database_schema
2379,4,21601718404,49,0.1684,0.3742,database_schema
2379,4,21601682404,28,0.0962,0.2949,database_schema
2379,4,21601724404,49,0.1684,0.3742,database_schema
2379,4,21601709404,41,0.1409,0.3479,database_schema
2379,4,21601665404,50,0.1718,0.3772,database_schema
2379,4,21601664404,50,0.1718,0.3772,database_schema
2379,4,21601541404,51,0.1753,0.3802,database_schema
2379,4,1314002404,-5,-0.0172,0,database_schema
2379,8,21601741404,45,0.1546,0.3616,database_schema
2379,8,21601701404,64,0.2199,0.4142,database_schema
2379,8,1314002404,5,0.0172,0.1299,database_schema
2379,1,21601682404,39,0.134,0.3407,database_schema
2379,1,21601542404,66,0.2268,0.4188,database_schema
2379,1,21601487404,147,0.5052,0.5,database_schema
2379,1,21601701404,82,0.2818,0.4499,database_schema
2379,1,21601665404,70,0.2405,0.4274,database_schema
2379,1,21601664404,70,0.2405,0.4274,database_schema
2379,1,21601541404,74,0.2543,0.4355,database_schema
2379,1,1314002404,7,0.0241,0.1532,database_schema
2379,3,21601741404,49,0.1684,0.3742,database_schema
2379,3,21601733404,24,0.0825,0.2751,database_schema
2379,3,21601701404,70,0.2405,0.4274,database_schema
2379,3,21601664404,60,0.2062,0.4046,database_schema
2379,3,21601541404,61,0.2096,0.407,database_schema
2379,5,21601718404,59,0.2027,0.402,database_schema
2379,5,21601682404,33,0.1134,0.3171,database_schema
2379,5,21601724404,59,0.2027,0.402,database_schema
2379,5,21601709404,48,0.1649,0.3711,database_schema
2379,5,21601701404,70,0.2405,0.4274,database_schema
2379,5,21601665404,58,0.1993,0.3995,database_schema
2379,5,21601664404,58,0.1993,0.3995,database_schema
2379,6,21601733404,20,0.0687,0.253,database_schema
2379,6,21601718404,47,0.1615,0.368,database_schema
2379,6,21601542404,43,0.1478,0.3549,database_schema
2379,6,21601487404,98,0.3368,0.4726,database_schema
2379,6,21601730404,20,0.0687,0.253,database_schema
2379,6,1314002404,-5,-0.0172,0,database_schema
2379,7,21601741404,41,0.1409,0.3479,database_schema
2379,7,21601487404,103,0.354,0.4782,database_schema
2379,7,21601237404,149,0.512,0.4999,database_schema
2379,7,21601724404,48,0.1649,0.3711,database_schema
2379,7,21601701404,56,0.1924,0.3942,database_schema
2379,7,21601665404,47,0.1615,0.368,database_schema
2379,7,21601664404,47,0.1615,0.368,database_schema
2379,7,21601541404,49,0.1684,0.3742,database_schema
2379,10,21601077404,22,0.0756,0.2644,database_schema
2379,10,21601078404,18,0.0619,0.2409,database_schema
2379,10,21600838404,109,0.3746,0.484,database_schema
2379,10,21600835404,109,0.3746,0.484,database_schema
2379,10,21600668404,74,0.2543,0.4355,database_schema
2379,10,21600600404,182,0.6254,0.484,database_schema
2379,2,1503297404,55,0.189,0.3915,database_schema
2379,2,21600745404,55,0.189,0.3915,database_schema
2379,2,21600744404,63,0.2165,0.4119,database_schema
2379,2,21600712404,72,0.2474,0.4315,database_schema
2379,4,1503297404,45,0.1546,0.3616,database_schema
2379,4,21600744404,55,0.189,0.3915,database_schema
2379,4,21600712404,59,0.2027,0.402,database_schema
2379,8,21600765404,60,0.2062,0.4046,database_schema
2379,8,1503297404,51,0.1753,0.3802,database_schema
2379,8,21600745404,51,0.1753,0.3802,database_schema
2379,8,21600744404,60,0.2062,0.4046,database_schema
2379,8,21600712404,65,0.2234,0.4165,database_schema
2379,3,21600765404,60,0.2062,0.4046,database_schema
2379,3,1503297404,51,0.1753,0.3802,database_schema
2379,3,21600745404,51,0.1753,0.3802,database_schema
2379,3,21600744404,60,0.2062,0.4046,database_schema
2379,3,21600712404,69,0.2371,0.4253,database_schema
2379,5,1503297404,52,0.1787,0.3831,database_schema
2379,5,21600744404,60,0.2062,0.4046,database_schema
2379,5,21600712404,69,0.2371,0.4253,database_schema
2379,6,21600765404,49,0.1684,0.3742,database_schema
2379,6,1503297404,39,0.134,0.3407,database_schema
2379,6,21600745404,39,0.134,0.3407,database_schema
2379,6,21600744404,49,0.1684,0.3742,database_schema
2379,7,21600744404,54,0.1856,0.3888,database_schema
2379,7,21600712404,57,0.1959,0.3969,database_schema
2379,10,21601855404,127,0.4364,0.4959,database_schema
2379,10,1539403404,16,0.055,0.2279,database_schema
2379,2,21601855404,94,0.323,0.4676,database_schema
2379,2,21601854404,100,0.3436,0.4749,database_schema
2379,2,1539403404,12,0.0412,0.1988,database_schema
2379,4,21601855404,80,0.2749,0.4465,database_schema
2379,4,21601854404,86,0.2955,0.4563,database_schema
2379,4,21601853404,86,0.2955,0.4563,database_schema
2379,4,21601899404,85,0.2921,0.4547,database_schema
2379,8,21601853404,90,0.3093,0.4622,database_schema
2379,8,21601899404,88,0.3024,0.4593,database_schema
2379,8,1539403404,11,0.0378,0.1907,database_schema
2379,9,21601853404,110,0.378,0.4849,database_schema
2379,9,21601899404,109,0.3746,0.484,database_schema
2379,1,21601855404,94,0.323,0.4676,database_schema
2379,1,21601854404,100,0.3436,0.4749,database_schema
2379,1,21601853404,100,0.3436,0.4749,database_schema
2379,1,1539403404,13,0.0447,0.2066,database_schema
2379,3,21601854404,99,0.3402,0.4738,database_schema
2379,3,21601899404,97,0.3333,0.4714,database_schema
2379,5,21601855404,89,0.3058,0.4608,database_schema
2379,5,1539403404,12,0.0412,0.1988,database_schema
2379,6,21601854404,84,0.2887,0.4531,database_schema
2379,6,21601899404,83,0.2852,0.4515,database_schema
2379,6,1539403404,9,0.0309,0.1731,database_schema
2379,7,21601854404,84,0.2887,0.4531,database_schema
2379,7,21601899404,83,0.2852,0.4515,database_schema
2379,9,21605205404,179,0.6151,0.4866,database_schema
2379,9,21605187404,183,0.6289,0.4831,database_schema
2379,9,21605171404,178,0.6117,0.4874,database_schema
2379,9,21605145404,176,0.6048,0.4889,database_schema
2379,9,21605188404,178,0.6117,0.4874,database_schema
2379,9,21602882404,-5,-0.0172,0,database_schema
2379,9,21602796404,149,0.512,0.4999,database_schema
2379,9,21602360404,116,0.3986,0.4896,database_schema
2379,9,21602169404,155,0.5326,0.4989,database_schema
2379,9,21603036404,113,0.3883,0.4874,database_schema
2379,9,21603035404,113,0.3883,0.4874,database_schema
2379,9,21602176404,153,0.5258,0.4993,database_schema
2379,9,1778162404,-5,-0.0172,0,database_schema
2379,10,21603036404,185,0.6357,0.4812,database_schema
2379,10,21600673404,46,0.1581,0.3648,database_schema
2379,10,21600672404,46,0.1581,0.3648,database_schema
2379,10,21600857404,137,0.4708,0.4991,database_schema
2379,10,21600068404,15,0.0515,0.2211,database_schema
2379,10,21600047404,74,0.2543,0.4355,database_schema
2379,10,705103404,37,0.1271,0.3331,database_schema
2379,2,715939404,30,0.1031,0.3041,database_schema
2379,1,715939404,31,0.1065,0.3085,database_schema
2379,5,715939404,29,0.0997,0.2995,database_schema
2379,10,715939404,42,0.1443,0.3514,database_schema
2379,3,21604816404,25,0.0859,0.2802,database_schema
2379,3,21604817404,17,0.0584,0.2345,database_schema
2379,3,21602182404,139,0.4777,0.4995,database_schema
2379,3,21602178404,139,0.4777,0.4995,database_schema
2379,3,21604729404,77,0.2646,0.4411,database_schema
2379,7,21604729404,53,0.1821,0.386,database_schema
2379,2,21600681404,31,0.1065,0.3085,database_schema
2379,2,21600679404,31,0.1065,0.3085,database_schema
2379,4,21600680404,21,0.0722,0.2588,database_schema
2379,4,750982404,21,0.0722,0.2588,database_schema
2379,1,21600680404,35,0.1203,0.3253,database_schema
2379,9,21602202404,70,0.2405,0.4274,database_schema
2379,9,21602196404,82,0.2818,0.4499,database_schema
2379,9,21602002404,28,0.0962,0.2949,database_schema
2379,9,21601907404,158,0.543,0.4982,database_schema
2379,9,21603444404,29,0.0997,0.2995,database_schema
2379,9,21602143404,82,0.2818,0.4499,database_schema
2379,9,21602003404,28,0.0962,0.2949,database_schema
2379,9,1129625404,13,0.0447,0.2066,database_schema
2379,10,21603446404,43,0.1478,0.3549,database_schema
2379,10,21604456404,44,0.1512,0.3582,database_schema
2379,10,21603444404,71,0.244,0.4295,database_schema
2379,10,21602143404,170,0.5842,0.4929,database_schema
2379,10,21602004404,53,0.1821,0.386,database_schema
2379,10,1129625404,43,0.1478,0.3549,database_schema
2379,10,21603479404,16,0.055,0.2279,database_schema
2379,9,21602818404,61,0.2096,0.407,database_schema
2379,10,21602818404,123,0.4227,0.494,database_schema
2379,10,21602927404,84,0.2887,0.4531,database_schema
2379,10,1741122404,13,0.0447,0.2066,database_schema
2379,10,21602566404,40,0.1375,0.3443,database_schema
2379,2,21600835404,43,0.1478,0.3549,database_schema
2379,2,19045045404,5,0.0172,0.1299,database_schema
2379,1,21602567404,22,0.0756,0.2644,database_schema
2379,1,21602566404,22,0.0756,0.2644,database_schema
2379,1,21600838404,53,0.1821,0.386,database_schema
2379,1,21600835404,53,0.1821,0.386,database_schema
2379,1,19045045404,7,0.0241,0.1532,database_schema
2379,5,21602566404,19,0.0653,0.247,database_schema
2379,5,21600838404,41,0.1409,0.3479,database_schema
2379,5,21600835404,41,0.1409,0.3479,database_schema
2379,9,21600875404,36,0.1237,0.3293,database_schema
2379,9,21601474404,53,0.1821,0.386,database_schema
2379,9,21600876404,36,0.1237,0.3293,database_schema
2379,10,21600875404,82,0.2818,0.4499,database_schema
2379,10,21601522404,84,0.2887,0.4531,database_schema
2379,10,21601503404,81,0.2784,0.4482,database_schema
2379,10,19049105404,81,0.2784,0.4482,database_schema
2379,10,21600876404,82,0.2818,0.4499,database_schema
2379,1,766814404,41,0.1409,0.3479,database_schema
2379,5,766814404,31,0.1065,0.3085,database_schema
2379,2,21604414404,43,0.1478,0.3549,database_schema
2379,4,798874404,30,0.1031,0.3041,database_schema
2379,8,21604414404,28,0.0962,0.2949,database_schema
2379,9,21604414404,39,0.134,0.3407,database_schema
2379,9,798874404,39,0.134,0.3407,database_schema
2379,3,21604414404,37,0.1271,0.3331,database_schema
2379,3,798874404,37,0.1271,0.3331,database_schema
2379,5,798874404,43,0.1478,0.3549,database_schema
2379,6,21604414404,30,0.1031,0.3041,database_schema
2379,7,21604414404,26,0.0893,0.2852,database_schema
2379,10,21604414404,67,0.2302,0.421,database_schema
2379,10,798874404,67,0.2302,0.421,database_schema
2379,9,21602304404,23,0.079,0.2698,database_schema
2379,9,21602282404,58,0.1993,0.3995,database_schema
2379,9,21602281404,58,0.1993,0.3995,database_schema
2379,10,21602304404,58,0.1993,0.3995,database_schema
2379,10,21603651404,129,0.4433,0.4968,database_schema
2379,10,21602281404,121,0.4158,0.4929,database_schema
2379,2,21601801404,110,0.378,0.4849,database_schema
2379,2,21601745404,21,0.0722,0.2588,database_schema
2379,2,21601744404,26,0.0893,0.2852,database_schema
2379,2,21601780404,58,0.1993,0.3995,database_schema
2379,2,21601746404,21,0.0722,0.2588,database_schema
2379,4,43534771404,34,0.1168,0.3212,database_schema
2379,4,21601845404,32,0.11,0.3128,database_schema
2379,4,21601801404,93,0.3196,0.4663,database_schema
2379,4,21601832404,51,0.1753,0.3802,database_schema
2379,4,21601815404,84,0.2887,0.4531,database_schema
2379,4,21601780404,46,0.1581,0.3648,database_schema
2379,4,21601779404,46,0.1581,0.3648,database_schema
2379,4,21601746404,17,0.0584,0.2345,database_schema
2379,4,1332418404,17,0.0584,0.2345,database_schema
2379,8,43534771404,33,0.1134,0.3171,database_schema
2379,8,21601841404,42,0.1443,0.3514,database_schema
2379,8,21601802404,63,0.2165,0.4119,database_schema
2379,8,21601745404,16,0.055,0.2279,database_schema
2379,8,21601746404,16,0.055,0.2279,database_schema
2379,8,1332418404,16,0.055,0.2279,database_schema
2379,1,21601845404,38,0.1306,0.3369,database_schema
2379,1,21601802404,74,0.2543,0.4355,database_schema
2379,1,21601832404,62,0.2131,0.4095,database_schema
2379,1,21601815404,97,0.3333,0.4714,database_schema
2379,1,21601780404,58,0.1993,0.3995,database_schema
2379,1,21601779404,58,0.1993,0.3995,database_schema
2379,1,21601746404,21,0.0722,0.2588,database_schema
2379,1,1332418404,21,0.0722,0.2588,database_schema
2379,3,21601841404,48,0.1649,0.3711,database_schema
2379,3,21601802404,71,0.244,0.4295,database_schema
2379,3,21601801404,106,0.3643,0.4812,database_schema
2379,3,21601745404,20,0.0687,0.253,database_schema
2379,3,21601780404,55,0.189,0.3915,database_schema
2379,3,21601779404,55,0.189,0.3915,database_schema
2379,3,21601746404,20,0.0687,0.253,database_schema
2379,7,43534771404,33,0.1134,0.3171,database_schema
2379,7,21601802404,60,0.2062,0.4046,database_schema
2379,7,21601801404,90,0.3093,0.4622,database_schema
2379,7,21601745404,16,0.055,0.2279,database_schema
2379,7,21601832404,50,0.1718,0.3772,database_schema
2379,7,21601815404,82,0.2818,0.4499,database_schema
2379,7,21601780404,45,0.1546,0.3616,database_schema
2379,7,21601779404,45,0.1546,0.3616,database_schema
2379,10,43534771404,59,0.2027,0.402,database_schema
